"","date","WTMP_avg"
"628",2017-01-08,43.20125
"629",2017-01-08,43.20125
"630",2017-01-08,43.20125
"631",2017-01-08,43.20125
"632",2017-01-08,43.20125
"633",2017-01-08,43.20125
"634",2017-01-08,43.20125
"635",2017-01-08,43.20125
"636",2017-01-08,43.20125
"637",2017-01-08,43.20125
"638",2017-01-08,43.20125
"639",2017-01-08,43.20125
"640",2017-01-08,43.20125
"641",2017-01-09,4.46625
"642",2017-01-09,4.46625
"643",2017-01-09,4.46625
"644",2017-01-09,4.46625
"645",2017-01-09,4.46625
"646",2017-01-09,4.46625
"647",2017-01-09,4.46625
"648",2017-01-09,4.46625
"649",2017-01-09,4.46625
"650",2017-01-09,4.46625
"651",2017-01-09,4.46625
"652",2017-01-09,4.46625
"653",2017-01-09,4.46625
"654",2017-01-09,4.46625
"655",2017-01-09,4.46625
"656",2017-01-09,4.46625
"657",2017-01-09,4.46625
"658",2017-01-09,4.46625
"659",2017-01-09,4.46625
"660",2017-01-09,4.46625
"661",2017-01-09,4.46625
"662",2017-01-09,4.46625
"663",2017-01-09,4.46625
"664",2017-01-09,4.46625
"665",2017-01-09,4.46625
"666",2017-01-09,4.46625
"667",2017-01-09,4.46625
"668",2017-01-09,4.46625
"669",2017-01-09,4.46625
"670",2017-01-09,4.46625
"671",2017-01-09,4.46625
"672",2017-01-09,4.46625
"673",2017-01-09,4.46625
"674",2017-01-09,4.46625
"675",2017-01-09,4.46625
"676",2017-01-09,4.46625
"677",2017-01-09,4.46625
"678",2017-01-09,4.46625
"679",2017-01-09,4.46625
"680",2017-01-09,4.46625
"681",2017-01-09,4.46625
"682",2017-01-09,4.46625
"683",2017-01-09,4.46625
"684",2017-01-09,4.46625
"685",2017-01-09,4.46625
"686",2017-01-09,4.46625
"687",2017-01-09,4.46625
"688",2017-01-09,4.46625
"689",2017-01-09,4.46625
"690",2017-01-09,4.46625
"691",2017-01-09,4.46625
"692",2017-01-09,4.46625
"693",2017-01-09,4.46625
"694",2017-01-09,4.46625
"695",2017-01-09,4.46625
"696",2017-01-09,4.46625
"697",2017-01-09,4.46625
"698",2017-01-09,4.46625
"699",2017-01-09,4.46625
"700",2017-01-09,4.46625
"701",2017-01-09,4.46625
"702",2017-01-09,4.46625
"703",2017-01-09,4.46625
"704",2017-01-09,4.46625
"705",2017-01-09,4.46625
"706",2017-01-09,4.46625
"707",2017-01-09,4.46625
"708",2017-01-09,4.46625
"709",2017-01-09,4.46625
"710",2017-01-09,4.46625
"711",2017-01-09,4.46625
"712",2017-01-09,4.46625
"713",2017-01-09,4.46625
"714",2017-01-09,4.46625
"715",2017-01-09,4.46625
"716",2017-01-09,4.46625
"717",2017-01-09,4.46625
"718",2017-01-09,4.46625
"719",2017-01-09,4.46625
"720",2017-01-09,4.46625
"721",2017-01-10,42.08125
"722",2017-01-10,42.08125
"723",2017-01-10,42.08125
"724",2017-01-10,42.08125
"725",2017-01-10,42.08125
"726",2017-01-10,42.08125
"727",2017-01-10,42.08125
"728",2017-01-10,42.08125
"729",2017-01-10,42.08125
"730",2017-01-10,42.08125
"731",2017-01-10,42.08125
"732",2017-01-10,42.08125
"733",2017-01-10,42.08125
"734",2017-01-10,42.08125
"735",2017-01-10,42.08125
"736",2017-01-10,42.08125
"737",2017-01-10,42.08125
"738",2017-01-10,42.08125
"739",2017-01-10,42.08125
"740",2017-01-10,42.08125
"741",2017-01-10,42.08125
"742",2017-01-10,42.08125
"743",2017-01-10,42.08125
"744",2017-01-10,42.08125
"745",2017-01-10,42.08125
"746",2017-01-10,42.08125
"747",2017-01-10,42.08125
"748",2017-01-10,42.08125
"749",2017-01-10,42.08125
"750",2017-01-10,42.08125
"751",2017-01-10,42.08125
"752",2017-01-10,42.08125
"753",2017-01-10,42.08125
"754",2017-01-10,42.08125
"755",2017-01-10,42.08125
"756",2017-01-10,42.08125
"757",2017-01-10,42.08125
"758",2017-01-10,42.08125
"759",2017-01-10,42.08125
"760",2017-01-10,42.08125
"761",2017-01-10,42.08125
"762",2017-01-10,42.08125
"763",2017-01-10,42.08125
"764",2017-01-10,42.08125
"765",2017-01-10,42.08125
"766",2017-01-10,42.08125
"767",2017-01-10,42.08125
"768",2017-01-10,42.08125
"769",2017-01-10,42.08125
"770",2017-01-10,42.08125
"771",2017-01-10,42.08125
"772",2017-01-10,42.08125
"773",2017-01-10,42.08125
"774",2017-01-10,42.08125
"775",2017-01-10,42.08125
"776",2017-01-10,42.08125
"777",2017-01-10,42.08125
"778",2017-01-10,42.08125
"779",2017-01-10,42.08125
"780",2017-01-10,42.08125
"781",2017-01-10,42.08125
"782",2017-01-10,42.08125
"783",2017-01-10,42.08125
"784",2017-01-10,42.08125
"785",2017-01-10,42.08125
"786",2017-01-10,42.08125
"787",2017-01-10,42.08125
"788",2017-01-10,42.08125
"789",2017-01-10,42.08125
"790",2017-01-10,42.08125
"791",2017-01-10,42.08125
"792",2017-01-10,42.08125
"793",2017-01-10,42.08125
"794",2017-01-10,42.08125
"795",2017-01-10,42.08125
"796",2017-01-10,42.08125
"797",2017-01-10,42.08125
